Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because a wizard should jump mcgonagall must prepare many cookies,because a should assemble many cookies,10,10,6,0,0,N/A,N/A
because voldemort must sprinkle a cookie the professor may run,voldemort should arrange a pancake,10,10,5,0,1,0,0
because sirius should arrange the baklava a wizard should prepare the croissant,because a should arrange the baklava,12,12,6,0,0,N/A,N/A
since lily can arrange many souffles george can run,since lily can arrange many souffles,9,9,6,0,1,0,0
because snape can make many eclaires petunia must giggle,snape can gobble many eclaires that james must chew,9,9,9,0,1,0,0
since ginny can make many chocolates she should hiccup,since ginny can assemble many croissants she must chew,9,9,9,0,1,1,1
since lily must create a croissant george must giggle,since must giggle,9,9,3,0,0,N/A,N/A
because the student must arrange the strudels which neville may make the professor can assemble a cookie that dobby can chew,because the student must arrange the strudels which the student should arrange the strudels that the student should arrange,21,21,19,0,0,N/A,N/A
since ron must prepare the chocolate which a witch should prepare the professor can hide the strudels that lupin may create,since she must prepare the chocolate that lupin may hide the strudels that ginny must hide,21,21,16,0,0,N/A,N/A
because petunia must chew many cookies ron must prepare the cakes which fred may gobble since he can chew the cookies,because petunia must chew many cookies which ron can chew,21,21,10,0,1,0,0
since petunia may assemble a chocolate since dobby should create a chocolate lupin should gobble the souffles which vernon must eat,since petunia may gobble the souffles which she should gobble the souffles which she should gobble,21,21,16,0,0,N/A,N/A
because ron can prepare the doughnut petunia must sprinkle the eclaires that the professor must arrange,because a wizard can prepare the doughnut that the witch should sprinkle the eclaires that the witch must sprinkle,16,16,19,0,0,N/A,N/A
since a student must gobble the cakes draco can arrange the chocolate which fred must eat,since a professor can gobble the chocolate which fred can gobble the chocolate which fred can gobble the chocolate which fred can gobble,16,16,23,0,0,N/A,N/A
because albus should assemble the strudels ron should eat the strudels,because albus should assemble the strudels ron should assemble the strudels,11,11,11,0,1,1,1
since a witch can swim a student may eat the souffles,since a can swim because the professor should eat the souffles,11,11,11,0,0,N/A,N/A
since he should gobble the cake neville may gobble a doughnut,since he should gobble the chocolates the doughnut,11,11,8,0,0,N/A,N/A
since lupin may arrange a croissant james may chew the cakes,since lupin may assemble the cakes,11,11,6,0,1,0,0
because he may hide the chocolates that snape must prepare voldemort must create the pancake,because petunia may hide the chocolates that snape may hide the chocolates that snape may hide,15,15,16,0,0,N/A,N/A
because the professor should jump because snape may prepare the chocolate a professor may party,because the professor should prepare the chocolate because snape may jump,15,15,11,0,1,0,0
since petunia should gobble the cookies he can create the souffles that lily should make,since petunia should gobble the cookies that he must gobble the cookies that he must gobble,15,15,16,0,0,N/A,N/A
since petunia must hide a chocolate that mcgonagall may sprinkle george may walk,since neville must sprinkle a chocolate that mcgonagall may walk,13,13,10,0,1,0,0
since lupin may wiggle ginny can sprinkle many pancakes that ron may gobble,since lupin may sprinkle many cakes that ron must assemble,13,13,10,0,1,0,0
because the student may hide the eclaires that dobby should sprinkle vernon should sprinkle a croissant that lily should make,because the student may hide the eclaires that the student should hide the eclaires that ginny must create,20,20,18,0,0,N/A,N/A
since a professor should chew a baklava that draco must hide lupin should gobble the pancakes that sirius may make,since a professor must hide the pancakes that a student may gobble the pancakes that a student should gobble,20,20,19,0,0,N/A,N/A
since he should create a cookie george may arrange the souffles that harry may chew,since he should arrange the souffles that harry may arrange the souffles that harry may arrange,15,15,16,0,0,N/A,N/A
since petunia must gobble the cakes sirius should assemble a doughnut that james may hide,since a professor can gobble the eclaire that a student must gobble the wizard must gobble the croissant that a student must gobble,15,15,23,0,1,0,0
because voldemort must create the eclaire hermione must chew the cookies that mcgonagall must eat,because she must assemble the eclaire that the should assemble the cookies that the should assemble,15,15,16,0,0,N/A,N/A
since a professor should gobble the cookie a professor must chew the eclaire,since a professor should gobble the cookie a professor should gobble the cookie,13,13,13,0,1,1,1
because harry must make the strudels that dobby can assemble ginny must walk,harry must make the strudels that the wizard should make the strudels that ginny must create,13,13,16,0,0,N/A,N/A
since vernon should chew the chocolate that hagrid must gobble harry should wiggle,since vernon should chew the chocolate that hagrid should chew the chocolate that hagrid may chew,13,13,16,0,0,N/A,N/A
since james may hide the doughnuts that fred may hide george must arrange the cake since james can sprinkle a chocolate,since james may hide the doughnuts that fred may hide the doughnuts that the should create the doughnuts that the should create,21,21,22,0,0,N/A,N/A
because lupin should assemble the cakes a student should chew the pancake which a student should arrange since he must giggle,because should assemble the cakes which lupin may assemble the cakes which lupin may assemble,21,21,15,0,0,N/A,N/A
because lupin can party the wizard can hide the chocolates,because the wizard can arrange the chocolates because hermione can hide the chocolates,10,10,13,0,1,0,0
since the witch should eat the strudels petunia must swim,since the witch should eat the strudels since neville should eat the strudels,10,10,13,0,1,0,0
because lily must walk since lily may create a croissant that fred must gobble the student must arrange the cookie which neville must gobble,because she must sprinkle a croissant that because sirius can assemble the cookie that a professor should gobble,24,24,18,0,0,N/A,N/A
because he should party since lily should gobble the doughnut which he must eat a witch can arrange the cake because draco must wiggle,because he should gobble the doughnut which a professor may gobble the doughnut which a student may gobble the doughnut,24,24,20,0,0,N/A,N/A
