target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
because sirius should arrange many baklava a witch must not smile because dobby can create the souffles,because sirius should arrange many baklava a witch must not smile because dobby can create the souffles,16,17,17,1,1,1,1,1,1,0,1
because a witch can prepare a cookie which he should eat george should not assemble the cakes,because a witch can prepare a cookie which he should eat george should not assemble the cakes,16,17,17,1,1,1,1,1,1,0,1
petunia can not gobble the cake that a wizard should assemble because she should eat the croissant,petunia can not gobble the cake that a wizard should assemble because she should eat the croissant,16,17,17,1,1,1,1,1,1,0,1
since ron must gobble a cookie that ron can eat a witch must not gobble the cookie,since ron must gobble a cookie that ron can eat a witch must not gobble the cookie,16,17,17,1,1,1,1,1,1,0,1
since fred may gobble a cake petunia may not make the pancake which a wizard must create,since fred may gobble a cake petunia may not make the pancake which a wizard must create,16,17,17,1,1,1,1,1,1,0,1
harry should not laugh,harry should not laugh,3,4,4,1,1,1,1,1,1,0,1
he must not walk,he must not walk,3,4,4,1,1,1,1,1,1,0,1
george should not jump,george should not jump,3,4,4,1,1,1,1,1,1,0,1
vernon must not wiggle,vernon must not wiggle,3,4,4,1,1,1,1,1,1,0,1
ron must not smile,ron must not smile,3,4,4,1,1,1,1,1,1,0,1
voldemort may not prepare many pancakes that hagrid must assemble,voldemort may not prepare many pancakes that hagrid must assemble,9,10,10,1,1,1,1,1,1,0,1
james can not make the strudel which petunia can arrange,james can not make the strudel which petunia can arrange,9,10,10,1,1,1,1,1,1,0,1
voldemort should not prepare many pancakes that she may gobble,voldemort should not prepare many pancakes that she may gobble,9,10,10,1,1,1,1,1,1,0,1
george can not create the cookies that vernon must prepare,george can not create the cookies that vernon must prepare,9,10,10,1,1,1,1,1,1,0,1
a witch can not arrange the strudel which voldemort may arrange,a witch can not arrange the strudel which voldemort may arrange,10,11,11,1,1,1,1,1,1,0,1
dobby should not assemble the souffle which a professor may arrange,dobby should not assemble the souffle which a professor may arrange,10,11,11,1,1,1,1,1,1,0,1
since he should run a witch should not sprinkle the cakes,since he should run a witch should not sprinkle the cakes,10,11,11,1,1,1,1,1,1,0,1
a student must not run,a student must not run,4,5,5,1,1,1,1,1,1,0,1
since the professor may swim mcgonagall can not hiccup since neville can gobble the doughnut,since the professor may swim mcgonagall can not hiccup since neville can gobble the doughnut,14,15,15,1,1,1,1,1,1,0,1
since neville should jump a professor must not create the baklava that james must assemble,since neville should jump a professor must not create the baklava that james must assemble,14,15,15,1,1,1,1,1,1,0,1
since a wizard can assemble the strudels which vernon should create albus must not walk,since a wizard can assemble the strudels which vernon should create albus must not walk,14,15,15,1,1,1,1,1,1,0,1
since lupin should hide a pancake hermione must not laugh,since lupin should hide a pancake hermione must not laugh,9,10,10,1,1,1,1,1,1,0,1
albus should not chew a croissant that he must sprinkle,albus should not chew a croissant that he must sprinkle,9,10,10,1,1,1,1,1,1,0,1
she can not eat a strudel that albus can chew,she can not eat a strudel that albus can chew,9,10,10,1,1,1,1,1,1,0,1
she should not hide a baklava that hagrid must gobble,she should not hide a baklava that hagrid must gobble,9,10,10,1,1,1,1,1,1,0,1
since hagrid may gobble many eclaires petunia must not eat a baklava that james may sprinkle,since hagrid may gobble many eclaires petunia must not eat a baklava that james may sprinkle,15,16,16,1,1,1,1,1,1,0,1
since a wizard may jump mcgonagall can not smile because he should eat the baklava,since a wizard may jump mcgonagall can not smile because he should eat the baklava,14,15,15,1,1,1,1,1,1,0,1
since ron can hiccup the wizard must not chew the souffle that fred must eat,since ron can hiccup the wizard must not chew the souffle that fred must eat,14,15,15,1,1,1,1,1,1,0,1
lupin should not chew the baklava which draco should make,lupin should not chew the baklava which draco should make,9,10,10,1,1,1,1,1,1,0,1
voldemort should not jump since hagrid should make the souffles,voldemort should not jump since hagrid should make the souffles,9,10,10,1,1,1,1,1,1,0,1
voldemort can not chew a croissant which dobby must hide,voldemort can not chew a croissant which dobby must hide,9,10,10,1,1,1,1,1,1,0,1
draco can not create the croissant since voldemort may arrange a croissant,draco can not create the croissant since voldemort may arrange a croissant,11,12,12,1,1,1,1,1,1,0,1
harry can not chew the souffles,harry can not chew the souffles,5,6,6,1,1,1,1,1,1,0,1
albus can not make the chocolates,albus can not make the chocolates,5,6,6,1,1,1,1,1,1,0,1
he must not create the cookie,he must not create the cookie,5,6,6,1,1,1,1,1,1,0,1
the professor must not eat a cake which harry must hide,the professor must not eat a cake which harry must hide,10,11,11,1,1,1,1,1,1,0,1
because he can hiccup a student should not create the cake,because he can hiccup a student should not create the cake,10,11,11,1,1,1,1,1,1,0,1
petunia should not chew the chocolates that a student may prepare,petunia should not chew the chocolates that a student may prepare,10,11,11,1,1,1,1,1,1,0,1
the professor can not chew the chocolates that hagrid may make,the professor can not chew the chocolates that hagrid may make,10,11,11,1,1,1,1,1,1,0,1
the student should not eat the cookies which harry can create,the student should not eat the cookies which harry can create,10,11,11,1,1,1,1,1,1,0,1
because a wizard may arrange the baklava that lily can prepare james must not chew a doughnut because hagrid may create the strudel,because a wizard may arrange the baklava that lily can prepare james must not chew a doughnut because hagrid may create,22,23,21,0,0,0,1,1,1,0,1
since lupin should create the cookie draco may not prepare the baklava because a witch must gobble the cakes which she may make,since lupin should create the cookie draco may not prepare the baklava because a witch must gobble the cakes which she must gobble the cakes which she must sprinkle,22,23,29,0,N/A,N/A,N/A,1,N/A,N/A,0
albus can not sprinkle the cakes that petunia should assemble since the student must make a cake that a professor may sprinkle,albus can not sprinkle the cakes that petunia should assemble since the student must make a cake that a professor may make,21,22,22,0,1,1,1,1,1,0,1
the student can not gobble a eclaire which voldemort must hide because she should arrange many cakes that a student should hide,the student can not gobble a eclaire which voldemort must hide because she should arrange many cakes that a student should assemble,21,22,22,0,1,1,1,1,1,0,1
because ron may hide the chocolate that petunia can assemble albus can not arrange the souffle since lily may hide the souffles,because ron may hide the chocolate that petunia can assemble albus can not arrange the souffle since lily may hide the souffle,21,22,22,0,0,1,1,1,1,0,1
the student may not walk,the student may not walk,4,5,5,1,1,1,1,1,1,0,1
george should not swim,george should not swim,3,4,4,1,1,1,1,1,1,0,1
neville must not wiggle,neville must not wiggle,3,4,4,1,1,1,1,1,1,0,1
she should not jump,she should not jump,3,4,4,1,1,1,1,1,1,0,1
lily can not make many cakes since draco can prepare the pancake that fred must arrange,lily can not make many cakes since draco can prepare the pancake that fred must arrange,15,16,16,1,1,1,1,1,1,0,1
james must not make the strudels which a wizard may arrange because the professor may laugh,james must not make the strudels which a wizard may arrange because the professor may laugh,15,16,16,1,1,1,1,1,1,0,1
since ginny should gobble the cookie albus must not hide a doughnut that hagrid can hide,since ginny should gobble the cookie albus must not hide a doughnut that hagrid can hide,15,16,16,1,1,1,1,1,1,0,1
because a student must smile a professor can not gobble the cookies that mcgonagall can create,because a student must smile a professor can not gobble the cookies that mcgonagall can create,15,16,16,1,1,1,1,1,1,0,1
lily may not giggle,lily may not giggle,3,4,4,1,1,1,1,1,1,0,1
lily must not walk,lily must not walk,3,4,4,1,1,1,1,1,1,0,1
petunia may not wiggle,petunia may not wiggle,3,4,4,1,1,1,1,1,1,0,1
he must not hide the cake,he must not hide the cake,5,6,6,1,1,1,1,1,1,0,1
sirius should not hide a baklava,sirius should not hide a baklava,5,6,6,1,1,1,1,1,1,0,1
dobby can not chew the pancake,dobby can not chew the pancake,5,6,6,1,1,1,1,1,1,0,1
since vernon should make the souffles dobby should not hide a doughnut,since vernon should make the souffles dobby should not hide a doughnut,11,12,12,1,1,1,1,1,1,0,1
since ron should make a eclaire ron should not prepare many strudels,since ron should make a eclaire ron should not prepare many strudels,11,12,12,1,1,1,1,1,1,0,1
the student should not gobble the souffle that the professor must hide,the student should not gobble the souffle that the professor must hide,11,12,12,1,1,1,1,1,1,0,1
hermione may not arrange the croissants since ron may create the strudels,hermione may not arrange the croissants since ron may create the strudels,11,12,12,1,1,1,1,1,1,0,1
fred must not make many croissants because voldemort may prepare the cakes,fred must not make many croissants because voldemort may prepare the cakes,11,12,12,1,1,1,1,1,1,0,1
albus must not create the souffles,albus must not create the souffles,5,6,6,1,1,1,1,1,1,0,1
ginny can not eat a doughnut,ginny can not eat a doughnut,5,6,6,1,1,1,1,1,1,0,1
voldemort may not chew the pancake,voldemort may not chew the pancake,5,6,6,1,1,1,1,1,1,0,1
dobby should not assemble many strudels,dobby should not assemble many strudels,5,6,6,1,1,1,1,1,1,0,1
hagrid can not assemble the chocolates,hagrid can not assemble the chocolates,5,6,6,1,1,1,1,1,1,0,1
hermione must not assemble the baklava,hermione must not assemble the baklava,5,6,6,1,1,1,1,1,1,0,1
sirius can not arrange the chocolates,sirius can not arrange the chocolates,5,6,6,1,1,1,1,1,1,0,1
harry may not arrange the cakes,harry may not arrange the cakes,5,6,6,1,1,1,1,1,1,0,1
harry can not prepare the doughnuts,harry can not prepare the doughnuts,5,6,6,1,1,1,1,1,1,0,1
james should not assemble the cookies,james should not assemble the cookies,5,6,6,1,1,1,1,1,1,0,1
snape should not create a souffle which harry may make,snape should not create a souffle which harry may make,9,10,10,1,1,1,1,1,1,0,1
james can not laugh because he should eat a strudel,james can not laugh because he should eat a strudel,9,10,10,1,1,1,1,1,1,0,1
draco should not create the strudels which hermione may sprinkle,draco should not create the strudels which hermione may sprinkle,9,10,10,1,1,1,1,1,1,0,1
the student should not chew the cookie that a professor should make since a witch must prepare the chocolate,the student should not chew the cookie that a professor should make since a witch must prepare the chocolate,18,19,19,1,1,1,1,1,1,0,1
a wizard must not hide the souffle that the witch should arrange since the wizard should make the baklava,a wizard must not hide the souffle that the witch should arrange since the wizard should make the baklava,18,19,19,1,1,1,1,1,1,0,1
sirius can not create the cookie,sirius can not create the cookie,5,6,6,1,1,1,1,1,1,0,1
lupin must not arrange a cake,lupin must not arrange a cake,5,6,6,1,1,1,1,1,1,0,1
hagrid should not make the eclaire,hagrid should not make the eclaire,5,6,6,1,1,1,1,1,1,0,1
because draco must assemble a croissant which a witch must assemble lupin should not gobble the chocolate,because draco must assemble a croissant which a witch must assemble lupin should not gobble the chocolate,16,17,17,1,1,1,1,1,1,0,1
sirius should not make a croissant which mcgonagall must make since a professor should chew a croissant,sirius should not make a croissant which mcgonagall must make since a professor should chew a croissant,16,17,17,1,1,1,1,1,1,0,1
because a wizard must hide the souffles which hagrid should hide lily can not make the doughnuts,because a wizard must hide the souffles which hagrid should hide lily can not make the doughnuts,16,17,17,1,1,1,1,1,1,0,1
