target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
neville should not assemble the eclaires,neville should not assemble the baklava,5,6,6,0,1,0,0,1,1
ron should not hide the croissant,ron should not assemble the baklava,5,6,6,0,1,0,0,0,1
the student should not gobble many eclaires since lily must giggle because the professor should create the pancakes,the student should not hide the baklava,17,18,7,0,0,0,0,0,1
since the student may hide many eclaires a wizard must not eat the pancakes that lupin can arrange,lupin can not create the pancakes that lupin can not,17,18,10,0,N/A,N/A,N/A,0,0
a wizard must not chew the strudels that the witch must make because a student may sprinkle the cake which the student can eat,a professor can not chew the pancake,23,24,7,0,0,0,0,1,1
because the wizard can gobble the eclaire which a professor can gobble snape can not hide the baklava which the wizard should gobble,because he may eat the doughnuts that the professor should not eat the baklava,22,23,14,0,N/A,N/A,N/A,0,0
a witch can not hide the strudels since she may chew the pancakes because draco must chew a cake that she may gobble,since lupin must create a strudels that mcgonagall must hide a professor can make a professor can make a croissants that mcgonagall should arrange a professor can make a professor,22,23,30,0,N/A,N/A,N/A,0,0
since harry may arrange the cakes which hagrid must assemble because george can make many eclaires mcgonagall may not make a strudel,since hagrid must not chew the doughnuts which hagrid must not,21,22,11,0,N/A,N/A,N/A,0,0
since he should create the eclaires george may not create the cake which hagrid may create since fred must chew the croissant,a professor must not sprinkle the strudel which hagrid must not,21,22,11,0,N/A,N/A,N/A,0,0
harry can not eat the cakes that hermione may make,not may not the the cakes,9,10,6,0,N/A,N/A,N/A,0,0
voldemort should not eat the doughnuts that ginny must eat,voldemort must not chew the cookies,9,10,6,0,0,0,0,0,1
vernon can not make the strudels since draco may jump,the can not run the strudels,9,10,6,0,N/A,N/A,N/A,0,0
a professor must not sprinkle the souffles,a professor must not chew the baklava,6,7,7,0,1,0,0,0,1
the student should not sprinkle a chocolate,a student should not assemble a pancake,6,7,7,0,1,0,0,0,1
george must not gobble a croissant,george must not make the cake,5,6,6,0,1,0,0,0,1
lily may not make the cookies,the may not prepare the cookies,5,6,6,0,N/A,N/A,N/A,0,0
vernon may not eat a strudel,vernon may not assemble a baklava,5,6,6,0,1,0,0,0,1
lupin can not assemble a cookie,lupin can not assemble a cookie,5,6,6,1,1,1,1,1,1
because the professor must eat the souffles which dobby should eat the wizard must not assemble the baklava that lily should assemble,because a student should hide the baklava which he must assemble a cookie,21,22,13,0,N/A,N/A,N/A,0,0
because a student should arrange the cookie the student must not assemble the cookies that george should chew since fred must swim,because a student should chew a cookie which should not chew a cookie,21,22,13,0,N/A,N/A,N/A,0,0
since a wizard must chew the pancake that a student may assemble harry must not hide many eclaires which sirius must create,since voldemort must hide a chocolate that a professor must not chew a chocolate,21,22,14,0,N/A,N/A,N/A,0,0
a witch should not chew the souffles that a student may chew since he can eat the pancakes which neville may eat,neville may not eat the cookies that neville may not eat,21,22,11,0,N/A,N/A,N/A,0,0
the professor must not make the baklava which vernon should gobble since albus must sprinkle the cakes which the student can assemble,the professor must not assemble the croissants,21,22,7,0,0,0,0,0,1
a witch can not arrange a cake that albus should make,a professor should not make a cake,10,11,7,0,0,0,0,0,1
voldemort can not prepare the baklava that a professor must chew,a professor must not create a baklava that a must create,10,11,11,0,N/A,N/A,N/A,0,0
a wizard may not eat a cake that he may make,a wizard may not make a croissant,10,11,7,0,0,0,0,0,1
ginny may not walk since the student should eat the croissants,ginny must not arrange the baklava,10,11,6,0,0,0,0,0,1
a student must not sprinkle the baklava which harry can sprinkle,a student can not sprinkle the chocolate,10,11,7,0,0,0,0,1,1
snape can not giggle,snape can not giggle,3,4,4,1,1,1,1,1,1
dobby should not jump,dobby should not,3,4,3,0,N/A,N/A,N/A,0,0
fred can not party,fred can not make,3,4,4,0,1,0,0,0,1
ginny can not party,ginny can not arrange,3,4,4,0,1,0,0,0,1
lupin must not giggle,lupin must not chew the souffles,3,4,6,0,0,0,0,0,1
ginny must not hide a pancake that the student should arrange,ginny must not hide the baklava,10,11,6,0,0,0,0,1,1
petunia may not hide a souffle that the student should arrange,petunia may not hide a cookie,10,11,6,0,0,0,0,1,1
ginny should not assemble the baklava which hermione may assemble,ginny should not assemble the baklava,9,10,6,0,0,0,0,1,1
the witch may not run,the professor may not,4,5,4,0,N/A,N/A,N/A,0,0
since dobby may make the strudels he must not laugh because dobby must make the souffles which the professor must sprinkle,dobby may not the the baklava,20,21,6,0,N/A,N/A,N/A,0,0
because he must prepare the doughnut draco should not smile since lupin must eat the baklava which a wizard can eat,because can can not hiccup,20,21,5,0,N/A,N/A,N/A,0,0
ron can not eat a chocolate that lupin can make,lupin can not can the pancake lupin can make a pancake lupin can make a pancake lupin can make a pancake lupin can make a pancake lupin can make a,9,10,30,0,N/A,N/A,N/A,0,0
she can not prepare a souffle which mcgonagall should gobble,since he can gobble the eclaires that he can gobble,9,10,10,0,0,0,0,0,1
fred can not prepare a baklava that mcgonagall must make,he can not chew the croissant,9,10,6,0,0,0,0,0,1
fred may not prepare the souffle which albus must gobble,fred must not assemble the souffle,9,10,6,0,0,0,0,0,1
lupin can not make the pancakes which sirius should gobble,lupin should not hide the souffle that she can eat,9,10,10,0,0,0,0,0,1
draco should not make the chocolates that a professor must hide,draco should not eat a cake,10,11,6,0,0,0,0,0,1
the student must not hide the eclaires that james may arrange,the professor must not chew the pancake,10,11,7,0,0,0,0,0,1
neville should not gobble many doughnuts that a student may arrange,neville should not prepare a cookie,10,11,6,0,0,0,0,0,1
sirius should not eat a cake that hagrid may make,sirius should not hide a chocolate,9,10,6,0,0,0,0,0,1
george must not create a doughnut since mcgonagall can giggle,george must not hide a chocolate,9,10,6,0,0,0,0,0,1
neville should not giggle because james can arrange many strudels,neville should not laugh,9,10,4,0,0,0,0,0,1
sirius may not chew the chocolates that ron must chew because fred can create the souffles,sirius may not arrange the strudels,15,16,6,0,0,0,0,0,1
since he must hide many chocolates vernon should not eat a souffle since hagrid may party,since voldemort must prepare a croissant which may not chew a chocolate that a professor must not chew a chocolate,15,16,20,0,N/A,N/A,N/A,0,0
he may not sprinkle a cake because hagrid should eat the baklava which he may eat,he may not chew the cakes,15,16,6,0,0,0,0,0,1
lily can not gobble the baklava,the can not create the strudels,5,6,6,0,N/A,N/A,N/A,0,0
lupin may not chew many croissants,lupin may not assemble the souffles,5,6,6,0,1,0,0,0,1
dobby can not prepare a doughnut,dobby can not hiccup,5,6,4,0,0,0,0,0,1
ginny may not make a strudel,ginny may not make a croissant,5,6,6,0,1,0,0,1,1
ginny must not prepare a pancake,ginny must not arrange a croissant,5,6,6,0,1,0,0,0,1
she should not sprinkle the eclaire,fred should not sprinkle the eclaire,5,6,6,0,0,0,0,1,1
fred must not eat the cakes,fred must not assemble the pancake,5,6,6,0,0,0,0,0,1
ron should not sprinkle a baklava,ron should not assemble a baklava,5,6,6,0,1,0,0,0,1
george must not eat the strudel,george must not arrange the baklava,5,6,6,0,1,0,0,0,1
george must not party,george must not hide,3,4,4,0,1,0,0,0,1
snape should not giggle,snape should not,3,4,3,0,N/A,N/A,N/A,0,0
petunia may not party,petunia may not walk,3,4,4,0,1,0,0,0,1
albus should not party,albus should not hide the baklava,3,4,6,0,0,0,0,0,1
the witch can not smile since voldemort can gobble a eclaire that hermione may assemble,the professor can not gobble the croissants,14,15,7,0,0,0,0,0,1
because she may make the cookies which the professor may eat petunia must not smile,because voldemort should eat the cakes that dobby may not eat the cakes that he should eat,14,15,17,0,N/A,N/A,N/A,0,0
ron must not make the strudels that ginny may assemble,the may not assemble the strudels that lupin may assemble the strudels,9,10,12,0,N/A,N/A,N/A,0,0
sirius may not make the chocolates that lupin must arrange,lupin must not gobble the chocolates that lupin must not gobble the chocolates that lupin must not,9,10,17,0,N/A,N/A,N/A,0,0
he may not party since lily should prepare the doughnuts,he may not assemble the baklava,9,10,6,0,0,0,0,0,1
snape should not hide a croissant which fred must arrange,snape should not assemble a cake,9,10,6,0,0,0,0,0,1
lily can not hide the doughnuts that he can create,he can not create the chocolate that he can create,9,10,10,0,0,0,0,0,1
vernon must not chew many eclaires which albus must gobble,vernon must not chew a croissant,9,10,6,0,0,0,0,1,1
neville may not prepare the cookies that dobby can sprinkle,neville may not prepare the baklava,9,10,6,0,0,0,0,1,1
since snape must eat the cakes george should not swim,since voldemort must hide the pancake,9,10,6,0,0,0,0,0,1
draco must not sprinkle the baklava which hagrid should assemble,draco must not arrange the baklava,9,10,6,0,0,0,0,0,1
draco can not sprinkle the cake that she can chew,draco can not chew the chocolates,9,10,6,0,0,0,0,0,1
petunia should not hide a baklava that harry can assemble,petunia should not hide the baklava,9,10,6,0,0,0,0,1,1
dobby should not arrange the cakes that petunia can gobble,dobby can not hide the souffles,9,10,6,0,0,0,0,0,1
hermione should not create a pancake that he should sprinkle,hermione should not hide the baklava,9,10,6,0,0,0,0,0,1
james should not make the strudel since she should laugh,james should not hide the eclaires,9,10,6,0,0,0,0,0,1
a witch must not prepare the cakes,a student should not assemble the baklava,6,7,7,0,1,0,0,0,1
a witch should not sprinkle the pancake,a witch may not chew the pancake,6,7,7,0,1,0,0,0,1
the witch must not gobble a cookie,the professor must not chew the pancake,6,7,7,0,1,0,0,0,1
the wizard may not make a baklava,the professor can not chew a chocolate,6,7,7,0,0,0,0,0,1
the professor can not prepare the souffles,the can not chew the chocolates,6,7,6,0,N/A,N/A,N/A,0,0
he must not sprinkle the baklava that albus must assemble,he must not chew the baklava,9,10,6,0,0,0,0,0,1
he must not sprinkle the souffle which lily can assemble,he must not assemble the eclaires,9,10,6,0,0,0,0,0,1
james must not create the strudels that draco can prepare,he can not chew the pancakes,9,10,6,0,0,0,0,0,1
harry must not create a eclaire,harry must not arrange a eclaire,5,6,6,0,1,0,0,0,1
hermione may not gobble the croissants,hermione may not assemble the baklava,5,6,6,0,1,0,0,0,1
neville should not hide the pancake,neville should not prepare the souffles,5,6,6,0,0,0,0,0,1
hagrid should not prepare the croissants,hagrid should not assemble the baklava,5,6,6,0,1,0,0,0,1
voldemort should not create the doughnut,voldemort may not the pancake,5,6,5,0,N/A,N/A,N/A,0,0
since he must chew the strudel neville should not gobble the cake,since voldemort must chew the strudel,11,12,6,0,0,0,0,0,1
she should not assemble the chocolate since hermione can gobble the eclaires,she should not chew the baklava,11,12,6,0,0,0,0,0,1
because lupin must gobble the souffle lupin must not make the baklava,lupin must not arrange the baklava,11,12,6,0,0,0,0,0,1
because dobby can prepare a baklava hagrid must not sprinkle many strudels,because the student can hide the baklava which he must not eat the baklava,11,12,14,0,N/A,N/A,N/A,0,0
a professor should not gobble the croissant that a wizard can hide,a wizard can not create a chocolate,11,12,7,0,0,0,0,0,1
hagrid may not arrange a doughnut that he can eat since dobby may sprinkle the pancakes that the wizard should hide,hagrid should not chew the,20,21,5,0,N/A,N/A,N/A,0,0
since james can chew the croissants that she should arrange lily should not assemble the doughnuts since snape must run,since petunia should not hide the baklava that she must not,19,20,11,0,N/A,N/A,N/A,0,0
draco should not chew a pancake that sirius should make since ron should sprinkle a pancake that hagrid should arrange,draco should not eat the baklava that a student should chew,19,20,11,0,0,0,0,0,1
since draco may make the cake that ginny should prepare george can not gobble the croissants that dobby must sprinkle,since the professor can gobble the chocolates that the professor can gobble,19,20,12,0,0,0,0,0,1
since voldemort should eat a strudel which mcgonagall may arrange ginny may not eat the baklava that hermione must sprinkle,since george must not arrange the baklava that the professor must create,19,20,12,0,0,0,0,0,1
