target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Parseable
because petunia should create the cake that lily may gobble mcgonagall should create the souffles,because the may not the the baklava,15,15,7,0,N/A,N/A,0
since draco may gobble the strudel that draco may make because sirius must jump james may create the cookie,because the student may gobble the baklava that draco can gobble the baklava that draco can eat the baklava that draco can eat the baklava that draco can eat the,19,19,30,0,N/A,N/A,0
sirius must sprinkle the souffle which lupin may make because hermione can prepare the eclaires that petunia can sprinkle,the can can the the can can sprinkle the chocolates,19,19,10,0,N/A,N/A,0
since harry must eat a souffle fred must chew the pancake that he must sprinkle because petunia should hiccup,since voldemort must hide a professor must chew a chocolate,19,19,10,0,0,0,1
ginny can eat the souffles which sirius can hide because neville must prepare the cookies that ginny must arrange,neville must assemble the baklava that neville must assemble the cakes that neville must assemble,19,19,15,0,N/A,N/A,0
mcgonagall should make a croissant,a should prepare a croissant,5,5,5,0,N/A,N/A,0
neville must make many croissants,neville must assemble the baklava,5,5,5,0,1,0,1
neville should prepare the strudels,neville should laugh,5,5,3,0,0,0,1
draco should sprinkle the pancake,draco should sprinkle the pancake,5,5,5,1,1,1,1
snape can chew the eclaire,snape can sprinkle,5,5,3,0,0,0,1
neville may make a cake,neville may a cake,5,5,4,0,N/A,N/A,0
harry should hide the cake,harry should arrange,5,5,3,0,0,0,1
sirius should gobble the cookies,sirius should gobble the souffle,5,5,5,0,0,0,1
draco may create the souffles,draco may gobble the baklava,5,5,5,0,1,0,1
ginny must chew the cake,ginny must arrange the baklava,5,5,5,0,1,0,1
fred can make the strudels that snape must sprinkle,the can arrange the strudels,9,9,5,0,N/A,N/A,0
ron should make the strudel which petunia should create,ron should hide the baklava,9,9,5,0,0,0,1
lupin may assemble the pancake which harry can prepare,lupin may chew the souffles,9,9,5,0,0,0,1
james may create the baklava that petunia can make,draco can make the pancake that draco can make,9,9,9,0,0,0,1
petunia should sprinkle a souffle which sirius can assemble,a professor should assemble a baklava,9,9,6,0,0,0,1
because hagrid must giggle sirius should gobble a cookie which albus must chew,because must must chew the strudel that dobby must assemble a professor must not chew a cookie,13,13,17,0,N/A,N/A,0
since a student may create a croissant the professor can chew a strudel,since a professor must chew a croissant,13,13,7,0,0,0,1
sirius may chew many eclaires that fred may arrange since hermione should swim,sirius may gobble the baklava,13,13,5,0,0,0,1
albus can create the souffle which a wizard must arrange,a professor must create the souffle,10,10,6,0,0,0,1
she may hide a cookie that the student must arrange,she must chew a chocolate that she must chew,10,10,9,0,0,1,1
neville must prepare many chocolates that lupin must sprinkle,neville must chew the baklava that neville must create,9,9,9,0,1,0,1
voldemort should gobble the pancakes that hagrid may hide,voldemort may eat the cookies,9,9,5,0,0,0,1
vernon must hide many baklava that james must hide,vernon must chew a strudel that vernon must chew,9,9,9,0,0,0,1
he must hide a eclaire which neville should create,he must chew the cakes that he must chew,9,9,9,0,0,0,1
hermione should prepare many strudels that she can eat,hermione should eat the eclaire that albus should eat,9,9,9,0,0,0,1
because george should swim albus must hide the chocolate that a witch may arrange,because a professor should eat a cookie that a student should not eat a cookie,14,14,15,0,N/A,N/A,0
ron may assemble the strudel since draco should party because a student should party,ron must hide a baklava,14,14,5,0,0,0,1
because snape must party snape should assemble the pancakes which mcgonagall can eat,because the professor may not eat the cakes that he may not eat the cakes that he should eat,13,13,19,0,N/A,N/A,0
because albus must chew a eclaire that albus can eat snape may assemble the eclaire that she must chew because harry can walk,because a professor can gobble the baklava,23,23,7,0,0,0,1
dobby can chew the strudels that a witch can assemble,a professor can arrange the baklava,10,10,6,0,0,0,1
petunia can make the chocolates that the professor can prepare,vernon can arrange the doughnut,10,10,5,0,0,0,1
a student may arrange a croissant which sirius should prepare,a student must hide a cookie,10,10,6,0,0,0,1
since hagrid should assemble the doughnut a wizard can hiccup,since voldemort may a baklava,10,10,5,0,N/A,N/A,0
george can sprinkle the baklava that a professor can sprinkle,the can sprinkle the baklava,10,10,5,0,N/A,N/A,0
a wizard may chew a doughnut that fred should hide,a wizard must chew a wizard must chew,10,10,8,0,N/A,N/A,0
vernon can swim,vernon can chew,3,3,3,0,1,0,1
sirius can smile,sirius can can,3,3,3,0,N/A,N/A,0
lupin should smile,lupin should walk,3,3,3,0,1,0,1
sirius should run,sirius should hide,3,3,3,0,1,0,1
she should run,she should hide,3,3,3,0,1,0,1
draco may chew a cake which snape must eat,draco may eat a cake that draco may eat,9,9,9,0,1,0,1
snape may assemble the doughnuts which lupin may hide,snape may chew the pancakes that snape must chew,9,9,9,0,1,0,1
snape can chew a baklava that draco must assemble,snape must assemble a baklava,9,9,5,0,0,0,1
sirius must arrange the eclaires which hermione should arrange,sirius must gobble the strudel,9,9,5,0,0,0,1
she can arrange the croissant that petunia may chew,she can eat the cookies that can can chew,9,9,9,0,N/A,N/A,0
draco may arrange the pancake which snape must chew,draco must hide a cake that draco must make,9,9,9,0,1,0,1
hagrid can eat a doughnut that mcgonagall must arrange,hagrid must chew the baklava,9,9,5,0,0,0,1
neville should gobble the eclaires that draco must make,neville should assemble a cake,9,9,5,0,0,0,1
lupin must assemble the croissant that ginny may sprinkle,lupin may gobble the baklava,9,9,5,0,0,0,1
he must walk since hermione must assemble a cake,he must chew a pancake,9,9,5,0,0,0,1
dobby may wiggle because ginny must wiggle,dobby should hide,7,7,3,0,0,0,1
voldemort must hide the chocolate because ginny must gobble the baklava which a wizard may gobble since petunia may laugh,voldemort may hide a croissant,20,20,5,0,0,0,1
since voldemort should arrange the croissant that harry must chew sirius may arrange the pancakes which hermione may prepare,since voldemort may prepare the chocolate,19,19,6,0,0,0,1
because neville must eat the croissant which she must prepare ginny should make many eclaires which harry can hide,because he must hide the baklava which he must make,19,19,10,0,0,0,1
a wizard should eat the pancakes,the professor can eat the pancakes,6,6,6,0,1,0,1
the student must sprinkle the strudels,the student can hide the strudels,6,6,6,0,1,0,1
a student must sprinkle the baklava,a student must sprinkle,6,6,4,0,0,0,1
since petunia may assemble the cake that george must arrange lupin must assemble the strudels,since the student may hide the baklava,15,15,7,0,0,0,1
hagrid should prepare the baklava that voldemort should arrange since mcgonagall should gobble the croissant,the professor may prepare the baklava,15,15,6,0,0,0,1
since hermione may gobble the cookies which voldemort must eat george should gobble the chocolates,since voldemort must hide the baklava,15,15,6,0,0,0,1
because hagrid may gobble a cookie that hagrid must prepare voldemort must hide the souffles,because the must hide the baklava,15,15,6,0,N/A,N/A,0
because james should arrange the souffles that hermione should make a professor can assemble the strudels,because the can gobble the baklava,16,16,6,0,N/A,N/A,0
because dobby should eat the cake petunia may hide the cakes which a witch can hide,because a professor should chew a cookie which he must chew a cookie,16,16,13,0,N/A,N/A,0
the student must make many cookies which dobby may assemble since she can gobble the doughnuts,the student must gobble the baklava,16,16,6,0,0,0,1
hermione can gobble the strudels because snape should arrange the cookies that she can eat,because the can sprinkle the pancakes that can can sprinkle the pancakes that can can sprinkle the pancakes that he can sprinkle the pancakes that he should eat the pancakes,15,15,30,0,N/A,N/A,0
sirius can create the eclaires that fred must assemble since james must sprinkle the chocolates,the must create the baklava that the must create the baklava,15,15,11,0,N/A,N/A,0
hagrid should chew a cake since vernon may chew many eclaires that lily can sprinkle,hagrid should hide the baklava,15,15,5,0,0,0,1
ginny must sprinkle the doughnut that james may prepare since lupin can sprinkle the pancakes,the can eat the cookies,15,15,5,0,N/A,N/A,0
because hagrid can hide the cake that vernon must sprinkle mcgonagall should assemble the souffle,because the student should hide the baklava,15,15,7,0,0,0,1
hagrid should assemble the souffles that lily may chew,hagrid should chew the baklava,9,9,5,0,0,0,1
she can eat a chocolate which he should eat,he should sprinkle the pancakes that he should sprinkle,9,9,9,0,0,0,1
petunia should eat the chocolates which neville may hide,neville may assemble the baklava which neville should assemble,9,9,9,0,1,0,1
dobby should hide the cookie that he must create,dobby must hide the strudel that dobby must hide,9,9,9,0,0,0,1
harry can hiccup since ron should make the souffle,harry must create the pancakes,9,9,5,0,0,0,1
the wizard should gobble a cookie that lily can make since she should chew the strudel,the student should hide the baklava,16,16,6,0,0,0,1
the student must make many baklava which vernon may hide since he may eat a croissant,the professor must chew the pancake,16,16,6,0,0,0,1
because mcgonagall can swim petunia must gobble the doughnuts,because the must gobble the baklava,9,9,6,0,N/A,N/A,0
harry should hide the baklava that draco can chew,harry can chew the pancakes,9,9,5,0,0,0,1
lupin must make the souffles which harry should hide,lupin must chew the souffles,9,9,5,0,0,0,1
harry must chew a strudel that hagrid should hide,harry must chew a souffle,9,9,5,0,0,0,1
neville can gobble the eclaire that mcgonagall may hide,neville may prepare the pancakes,9,9,5,0,0,0,1
neville must eat many croissants,neville must assemble the baklava,5,5,5,0,1,0,1
snape may eat the eclaires,the may gobble the strudels,5,5,5,0,N/A,N/A,0
albus can make a baklava,albus can make the baklava,5,5,5,0,1,0,1
a witch can jump,a witch can chew,4,4,4,0,1,0,1
a wizard can create many pancakes which vernon must assemble,vernon must assemble a baklava,10,10,5,0,0,0,1
james must sprinkle many pancakes which the student can arrange,james must arrange a cake,10,10,5,0,0,0,1
since a wizard may giggle harry must arrange a croissant,since voldemort must prepare a croissant,10,10,6,0,0,0,1
george may make a doughnut,george may make a pancake,5,5,5,0,1,0,1
sirius must arrange the cookie,sirius must assemble the baklava,5,5,5,0,1,0,1
ron can hide the souffle,the can can the the,5,5,5,0,N/A,N/A,0
albus can gobble the souffles,the can gobble the pancake,5,5,5,0,N/A,N/A,0
a witch must hide a pancake because she must hide a cake,a witch must make a eclaire,12,12,6,0,0,0,1
because mcgonagall must make the souffle the student may make the baklava,because hermione may assemble the baklava,12,12,6,0,0,0,1
the student must eat the pancake because she must gobble many cakes,the professor must chew the croissants,12,12,6,0,0,0,1
draco should eat many eclaires,draco should gobble the strudels,5,5,5,0,1,0,1
vernon should sprinkle a cake,vernon should make a cake,5,5,5,0,1,0,1
ginny may make a strudel,ginny must assemble a croissant,5,5,5,0,1,0,1
harry should gobble the cookie,the professor should gobble the strudels,5,5,6,0,0,1,1
draco should make a croissant,draco should make a cake,5,5,5,0,1,0,1
ron should gobble a doughnut,ron should prepare a eclaire,5,5,5,0,1,0,1
