Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because ginny can jump mcgonagall should gobble a cookie which the student can sprinkle since voldemort must prepare the souffle,because ginny can jump mcgonagall should gobble a cookie which the student can sprinkle since voldemort must prepare the souffle,20,20,20,1,1,1,1
a witch must hide many pancakes that lupin should create because snape should make the souffles which james should sprinkle,a witch must hide many pancakes that lupin should create because snape should make the souffles which james should sprinkle,20,20,20,1,1,1,1
since neville should sprinkle a doughnut which dobby may gobble hermione may eat the souffles which he should prepare,since neville should sprinkle a doughnut which dobby may gobble hermione may eat the souffles which he should prepare,19,19,19,1,1,1,1
lupin can prepare the baklava that ron should chew since ron may gobble the pancake that she should prepare,lupin can prepare the baklava that ron should chew since ron may gobble the pancake that she should prepare,19,19,19,1,1,1,1
lily must hide the doughnuts which lupin must hide since snape may create the croissant that ginny can prepare,lily must hide the doughnuts which lupin must hide since snape may create the croissant that ginny can prepare,19,19,19,1,1,1,1
ginny should arrange the cakes,ginny should arrange the cakes,5,5,5,1,1,1,1
sirius must prepare many eclaires,sirius must prepare many eclaires,5,5,5,1,1,1,1
james should create the souffles,james should create the souffles,5,5,5,1,1,1,1
snape must assemble a croissant,snape must assemble a croissant,5,5,5,1,1,1,1
a witch can sprinkle the strudels,a witch can sprinkle the strudels,6,6,6,1,1,1,1
vernon should arrange the souffle,vernon should arrange the souffle,5,5,5,1,1,1,1
lupin must hide the strudels,lupin must hide the strudels,5,5,5,1,1,1,1
hagrid must arrange the chocolates,hagrid must arrange the chocolates,5,5,5,1,1,1,1
petunia should assemble the strudel,petunia should assemble the strudel,5,5,5,1,1,1,1
because a student must chew a strudel which mcgonagall can make draco must eat the souffles that ginny should create,because a student must chew a strudel which mcgonagall can make draco must eat the souffles that ginny should create,20,20,20,1,1,1,1
since james can make the cake that the witch should hide she can assemble a chocolate which she should prepare,since james can make the cake that the witch should hide she can assemble a chocolate which she should prepare,20,20,20,1,1,1,1
because lily must prepare many eclaires which she can sprinkle albus must make the strudel that harry should chew,because lily must prepare many eclaires which she can sprinkle albus must make the strudel that harry should chew,19,19,19,1,1,1,1
draco should sprinkle the souffles that she should gobble since neville may prepare the eclaire that snape should arrange,draco should sprinkle the souffles that she should gobble since neville may prepare the eclaire that snape should arrange,19,19,19,1,1,1,1
the student must laugh because george must hide the chocolate that lupin must eat,the student must laugh because george must hide the chocolate that lupin must eat,14,14,14,1,1,1,1
because the student should giggle lily should create the souffle which dobby may make,because the student should giggle lily should create the souffle which dobby may make,14,14,14,1,1,1,1
voldemort must sprinkle the cakes that a professor may eat,voldemort must sprinkle the cakes that a professor may eat,10,10,10,1,1,1,1
since he must walk albus must make the strudels,since he must walk albus must make the strudels,9,9,9,1,1,1,1
vernon must assemble many chocolates that sirius should arrange,vernon must assemble many chocolates that sirius should arrange,9,9,9,1,1,1,1
mcgonagall may assemble the chocolate which james must prepare,mcgonagall may assemble the chocolate which james must prepare,9,9,9,1,1,1,1
because ron should arrange a chocolate hagrid may party,because ron should arrange a chocolate hagrid may party,9,9,9,1,1,1,1
albus should chew many doughnuts that voldemort must hide,albus should chew many doughnuts that voldemort must hide,9,9,9,1,1,1,1
a witch should eat many doughnuts which vernon may gobble,a witch should eat many doughnuts which vernon may gobble,10,10,10,1,1,1,1
mcgonagall can assemble the chocolates that a witch should gobble,mcgonagall can assemble the chocolates that a witch should gobble,10,10,10,1,1,1,1
lily can smile,lily can smile,3,3,3,1,1,1,1
harry must smile,harry must smile,3,3,3,1,1,1,1
james must jump,james must jump,3,3,3,1,1,1,1
dobby can run,dobby can run,3,3,3,1,1,1,1
hermione can hiccup,hermione can hiccup,3,3,3,1,1,1,1
since she must run lily can hiccup because lupin must make the doughnuts,since she must run lily can hiccup because lupin must make the doughnuts,13,13,13,1,1,1,1
because voldemort should hide a chocolate which petunia must gobble she can party,because voldemort should hide a chocolate which petunia must gobble she can party,13,13,13,1,1,1,1
snape should hiccup because mcgonagall may gobble the cakes that neville may arrange,snape should hiccup because mcgonagall may gobble the cakes that neville may arrange,13,13,13,1,1,1,1
james must sprinkle the baklava that dobby must hide,james must sprinkle the baklava that dobby must hide,9,9,9,1,1,1,1
hermione can create the cookies which mcgonagall must sprinkle,hermione can create the cookies which mcgonagall must sprinkle,9,9,9,1,1,1,1
draco can hide the eclaire that harry may create,draco can hide the eclaire that harry may create,9,9,9,1,1,1,1
dobby must prepare the pancake which ginny must make,dobby must prepare the pancake which ginny must make,9,9,9,1,1,1,1
fred can sprinkle the souffles that she should sprinkle,fred can sprinkle the souffles that she should sprinkle,9,9,9,1,1,1,1
a professor must chew the cookies,a professor must chew the cookies,6,6,6,1,1,1,1
she must prepare the chocolate,she must prepare the chocolate,5,5,5,1,1,1,1
hermione should create the croissants,hermione should create the croissants,5,5,5,1,1,1,1
lupin can arrange a baklava,lupin can arrange a baklava,5,5,5,1,1,1,1
snape should gobble the croissant,snape should gobble the croissant,5,5,5,1,1,1,1
he must create the souffle,he must create the souffle,5,5,5,1,1,1,1
harry can giggle because fred can party,harry can giggle because fred can party,7,7,7,1,1,1,1
a student must arrange the eclaires,a student must arrange the eclaires,6,6,6,1,1,1,1
because petunia should create the cake that lily may gobble mcgonagall should create the souffles,because petunia should create the cake that lily may gobble mcgonagall should create the souffles,15,15,15,1,1,1,1
lily should sprinkle the pancake that he may hide since george must gobble the cakes,lily should sprinkle the pancake that he may hide since george must gobble the cakes,15,15,15,1,1,1,1
because he should eat the baklava that dobby can make she must eat the doughnut,because he should eat the baklava that dobby can make she must eat the doughnut,15,15,15,1,1,1,1
george must assemble the chocolates,george must assemble the chocolates,5,5,5,1,1,1,1
he should chew the cookie,he should chew the cookie,5,5,5,1,1,1,1
harry should make a chocolate,harry should make a chocolate,5,5,5,1,1,1,1
the wizard may hide the baklava which a professor should hide,the wizard may hide the baklava which a professor should hide,11,11,11,1,1,1,1
draco can prepare the cakes because harry should prepare the cakes,draco can prepare the cakes because harry should prepare the cakes,11,11,11,1,1,1,1
because fred must eat the cookies sirius may assemble the eclaires,because fred must eat the cookies sirius may assemble the eclaires,11,11,11,1,1,1,1
hagrid should eat many eclaires since harry may sprinkle the cookies,hagrid should eat many eclaires since harry may sprinkle the cookies,11,11,11,1,1,1,1
the wizard should eat the eclaires that the student may make,the wizard should eat the eclaires that the student may make,11,11,11,1,1,1,1
voldemort may eat a eclaire which the professor must chew,voldemort may eat a eclaire which the professor must chew,10,10,10,1,1,1,1
voldemort should walk because the professor may hide many pancakes,voldemort should walk because the professor may hide many pancakes,10,10,10,1,1,1,1
vernon must gobble the eclaire,vernon must gobble the eclaire,5,5,5,1,1,1,1
ron should sprinkle the croissants,ron should sprinkle the croissants,5,5,5,1,1,1,1
vernon can eat many souffles,vernon can eat many souffles,5,5,5,1,1,1,1
harry can create a cake,harry can create a cake,5,5,5,1,1,1,1
ginny should arrange the croissants,ginny should arrange the croissants,5,5,5,1,1,1,1
a professor should make a pancake,a professor should make a pancake,6,6,6,1,1,1,1
she may make the cake,she may make the cake,5,5,5,1,1,1,1
ron should prepare a baklava,ron should prepare a baklava,5,5,5,1,1,1,1
fred may prepare a eclaire,fred may prepare a eclaire,5,5,5,1,1,1,1
vernon should create the chocolate,vernon should create the chocolate,5,5,5,1,1,1,1
ron should create the cookie,ron should create the cookie,5,5,5,1,1,1,1
vernon should walk,vernon should walk,3,3,3,1,1,1,1
james should walk,james should walk,3,3,3,1,1,1,1
he must hiccup,he must hiccup,3,3,3,1,1,1,1
draco can walk,draco can walk,3,3,3,1,1,1,1
draco must walk,draco must walk,3,3,3,1,1,1,1
ginny must create the cake,ginny must create the cake,5,5,5,1,1,1,1
ron must prepare many strudels,ron must prepare many strudels,5,5,5,1,1,1,1
harry must hide the pancake,harry must hide the pancake,5,5,5,1,1,1,1
george may sprinkle a strudel,george may sprinkle a strudel,5,5,5,1,1,1,1
fred may hide the souffles,fred may hide the souffles,5,5,5,1,1,1,1
neville may make the eclaires which harry must create,neville may make the eclaires which harry must create,9,9,9,1,1,1,1
neville can make a strudel that snape may make,neville can make a strudel that snape may make,9,9,9,1,1,1,1
hermione should prepare the doughnuts that snape must sprinkle,hermione should prepare the doughnuts that snape must sprinkle,9,9,9,1,1,1,1
petunia may gobble a strudel which albus may chew,petunia may gobble a strudel which albus may chew,9,9,9,1,1,1,1
fred may arrange the souffle that she should make,fred may arrange the souffle that she should make,9,9,9,1,1,1,1
a student should gobble the strudels that he should prepare,a student should gobble the strudels that he should prepare,10,10,10,1,1,1,1
fred must arrange a doughnut which dobby may chew,fred must arrange a doughnut which dobby may chew,9,9,9,1,1,1,1
lily can prepare a croissant that mcgonagall must eat,lily can prepare a croissant that mcgonagall must eat,9,9,9,1,1,1,1
neville must make the chocolates which lupin should eat,neville must make the chocolates which lupin should eat,9,9,9,1,1,1,1
ron may sprinkle a pancake which james should arrange,ron may sprinkle a pancake which james should arrange,9,9,9,1,1,1,1
