target,prediction,target length,correct
he can gobble the pancakes that hermione should sprinkle,he can gobble the pancakes that hermione should sprinkle,9,1
lily should arrange the pancakes which snape may arrange,lily should arrange the pancakes which snape may arrange,9,1
neville must prepare many croissants that dobby must sprinkle,neville must prepare many croissants that dobby must sprinkle,9,1
fred can arrange a chocolate which she must make,fred can arrange a chocolate which she must make,9,1
neville should eat the baklava which lily should assemble,neville should eat the baklava which lily should assemble,9,1
lily should chew a cookie that she should chew,lily should chew a cookie that she should chew,9,1
dobby should hide many souffles that draco must arrange,dobby should hide many souffles that draco must arrange,9,1
neville should hide the pancakes that dobby can chew,neville should hide the pancakes that dobby can chew,9,1
because lily must create the chocolates fred must hiccup,because lily must create the chocolates fred must hiccup,9,1
hagrid should hide the eclaires which fred can arrange,hagrid should hide the eclaires which fred can arrange,9,1
mcgonagall may assemble the doughnut which draco can prepare,mcgonagall may assemble the doughnut which draco can prepare,9,1
petunia should sprinkle a souffle which sirius can assemble,petunia should sprinkle a souffle which sirius can assemble,9,1
vernon must swim because harry may make the pancakes,vernon must swim because harry may make the pancakes,9,1
snape may prepare the chocolate that draco should arrange,snape may prepare the chocolate that draco should arrange,9,1
voldemort can gobble the baklava that james may chew,voldemort can gobble the baklava that james may chew,9,1
snape must assemble the souffles which ron may hide,snape must assemble the souffles which ron may hide,9,1
snape must chew many cakes which snape must sprinkle,snape must chew many cakes which snape must sprinkle,9,1
mcgonagall should create many croissants which lily must assemble,mcgonagall should create many croissants which lily must assemble,9,1
ron can sprinkle the eclaires that he should assemble,ron can sprinkle the eclaires that he should assemble,9,1
voldemort may swim since lupin may create the chocolate,voldemort may swim since lupin may create the chocolate,9,1
draco may eat the cookie which he may arrange,draco may eat the cookie which he may arrange,9,1
albus must make the eclaires which george can create,albus must make the eclaires which george can create,9,1
vernon must assemble many chocolates that sirius should arrange,vernon must assemble many chocolates that sirius should arrange,9,1
sirius can make the chocolate that george may make,sirius can make the chocolate that george may make,9,1
voldemort may gobble the souffles which ginny should chew,voldemort may gobble the souffles which ginny should chew,9,1
ron must chew the eclaires which dobby should chew,ron must chew the eclaires which dobby should chew,9,1
lupin should make the strudels which he can prepare,lupin should make the strudels which he can prepare,9,1
she must create the cakes that voldemort should make,she must create the cakes that voldemort should make,9,1
she can hide many souffles that he should gobble,she can hide many souffles that he should gobble,9,1
hermione may arrange a cake which draco may gobble,hermione may arrange a cake which draco may gobble,9,1
albus can gobble the croissants that neville can sprinkle,albus can gobble the croissants that neville can sprinkle,9,1
lupin must make the souffles which harry should hide,lupin must make the souffles which harry should hide,9,1
draco may sprinkle a cake that ron can eat,draco may sprinkle a cake that ron can eat,9,1
fred can create a croissant which vernon can chew,fred can create a croissant which vernon can chew,9,1
hagrid must sprinkle the eclaire that sirius may prepare,hagrid must sprinkle the eclaire that sirius may prepare,9,1
james can gobble a chocolate that ron should hide,james can gobble a chocolate that ron should hide,9,1
sirius should prepare the eclaire that ginny must assemble,sirius should prepare the eclaire that ginny must assemble,9,1
ron must chew the cookies which lily can make,ron must chew the cookies which lily can make,9,1
sirius must eat many strudels because sirius must giggle,sirius must eat many strudels because sirius must giggle,9,1
snape must assemble a chocolate that ron must gobble,snape must assemble a chocolate that ron must gobble,9,1
she can arrange the strudels since mcgonagall must swim,she can arrange the strudels since mcgonagall must swim,9,1
mcgonagall may chew the chocolates which draco must create,mcgonagall may chew the chocolates which draco must create,9,1
ron may make the cookie that hagrid must hide,ron may make the cookie that hagrid must hide,9,1
hermione should arrange the eclaire which petunia may make,hermione should arrange the eclaire which petunia may make,9,1
neville must arrange a cake which fred should gobble,neville must arrange a cake which fred should gobble,9,1
sirius can sprinkle the pancakes that snape must prepare,sirius can sprinkle the pancakes that snape must prepare,9,1
mcgonagall must assemble the chocolate that voldemort may hide,mcgonagall must assemble the chocolate that voldemort may hide,9,1
neville must prepare many chocolates that lupin must sprinkle,neville must prepare many chocolates that lupin must sprinkle,9,1
dobby should prepare the cookie which hermione must create,dobby should prepare the cookie which hermione must create,9,1
fred must gobble the eclaires that lily may hide,fred must gobble the eclaires that lily may hide,9,1
george should gobble many pancakes that lily must assemble,george should gobble many pancakes that lily must assemble,9,1
fred can make the strudels that snape must sprinkle,fred can make the strudels that snape must sprinkle,9,1
lupin must smile since snape can gobble the pancakes,lupin must smile since snape can gobble the pancakes,9,1
