Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['because george may assemble the pancake that the witch must sprinkle harry can not wiggle', 'because petunia may not assemble the pancake that the student should assemble the pancake that the student should assemble', 14, 15, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since petunia can assemble a cake draco must not arrange a cookie which voldemort must create because hagrid should hide a chocolate', 'since petunia can not assemble a cookie which hagrid must assemble a chocolate which hagrid must assemble', 21, 22, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because snape should sprinkle the doughnuts that he may assemble ginny may not make the souffles because george can hide a cookie', 'snape should not sprinkle the doughnuts that dobby should sprinkle', 21, 22, 10, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since a student must jump dobby can not sprinkle the cookie that neville should assemble', 'since a professor can not sprinkle the cookie that she can sprinkle since lily can sprinkle the cookie that the professor can sprinkle', 14, 15, 23, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because harry should arrange a cake that draco must gobble snape should not make the cake that george should chew', 'harry should not make the chocolates that ginny should create the chocolates that ginny should create', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since neville should arrange the pancakes because ginny can sprinkle the souffles that voldemort must make vernon should not wiggle', 'since neville should not sprinkle the croissants that neville must assemble because she must assemble the pancake that vernon must assemble', 19, 20, 21, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since lily may prepare the cookies which albus must assemble lily may not jump because albus can gobble the souffle', 'since lily may not gobble the cookies which the student may gobble since petunia may gobble the cookies which the student may gobble the cookies which the student may gobble', 19, 20, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because james should party snape should not gobble a chocolate since neville must eat a doughnut that vernon must eat', 'because should should gobble a cookie since james should gobble a cookie that vernon must assemble', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since sirius can swim harry must not sprinkle the strudel because sirius can prepare a croissant that mcgonagall must assemble', 'since sirius can not sprinkle the strudel that a student must sprinkle a strudel that a student must arrange', 19, 20, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because lupin can walk lupin can not chew a pancake that harry should sprinkle since lily should run', 'because can can not walk lupin lupin can can walk', 17, 18, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because dobby must assemble a baklava which a witch must arrange a student should not gobble many cookies', 'because she must not gobble many cookies which albus can gobble many cookies which albus can gobble', 17, 18, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the professor can chew the strudels a witch must not assemble a souffle that vernon should arrange', 'because a professor can chew the strudels that because harry must chew the strudels that vernon must chew', 17, 18, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because harry should jump hagrid must not jump', 'because neville can not jump', 7, 8, 5, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since voldemort may party george may not swim', 'voldemort may not swim', 7, 8, 4, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since voldemort may party sirius should not wiggle', 'voldemort may not hiccup', 7, 8, 4, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because mcgonagall can swim lupin must not giggle', 'because can can not swim lupin must chew', 7, 8, 8, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because a professor may gobble a eclaire hagrid must not gobble the baklava that snape can prepare', 'because a professor should not sprinkle the baklava that snape must gobble the baklava that snape must gobble', 16, 17, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because albus can eat the doughnut that neville should sprinkle a witch may not prepare the cookies', 'because albus can not eat the doughnut that the professor must eat', 16, 17, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because snape may gobble a doughnut george can not make the cakes that a wizard can arrange', 'because snape may not make a doughnut a professor should arrange a cakes that the should assemble', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since a student must hide many eclaires snape should not prepare a baklava that george must chew', 'since a student must not hide many eclaires that a should prepare', 16, 17, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since a professor should chew the croissant he must not laugh', 'since a professor should not chew a croissant', 10, 11, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because the student may hide the croissant sirius must not swim', 'because the student may not hide the croissant', 10, 11, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since petunia must giggle a wizard should not create the baklava', 'since a should not create the baklava', 10, 11, 7, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since mcgonagall should gobble the cookies that george should arrange the wizard must not jump', 'since should not gobble the cookies that the should gobble', 14, 15, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because neville can chew the souffles which a student can gobble she may not wiggle', 'because neville can not chew the souffles which a witch should chew', 14, 15, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because a student should create the doughnuts dobby may not giggle', 'because a student should not giggle a strudel which a student should giggle', 10, 11, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since the wizard may hiccup mcgonagall should not sprinkle the croissants', 'since james must not sprinkle the croissants since james should sprinkle the croissants', 10, 11, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since she should prepare the croissants snape may not create the baklava', 'since she should not prepare the baklava', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because petunia may assemble the croissants james should not assemble a pancake', 'because petunia may not assemble the croissants because james may assemble the croissants', 11, 12, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because she must prepare the chocolates he may not arrange a croissant', 'because she must not prepare the chocolates a cookie', 11, 12, 9, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since james should gobble the pancake lily must not prepare the eclaires', 'since should not gobble the pancake', 11, 12, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because voldemort should party mcgonagall can not arrange a strudel', 'voldemort should not arrange a cookie', 9, 10, 6, 0, 1, 0, 0, 1, 1, 1, 1]"
"['because she may laugh dobby must not arrange many eclaires', 'because may not arrange many eclaires', 9, 10, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since snape must sprinkle the eclaire sirius may not giggle', 'since snape must not sprinkle the eclaire sirius must sprinkle the eclaire', 9, 10, 12, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since harry should party lily should not make a chocolate', 'since harry should not party a chocolate', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because the professor should gobble the croissant sirius can not hide the cookie', 'because the professor should not gobble the croissant', 12, 13, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since a witch should arrange the cookie voldemort should not prepare the pancakes', 'since witch should not prepare the cookie voldemort can arrange the cookie voldemort must prepare the pancakes', 12, 13, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the witch may eat the croissant neville must not make the cookies', 'because james may not eat the croissant', 12, 13, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since a wizard must assemble the chocolate fred must not hide many chocolates', 'since james must not hide many chocolate', 12, 13, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because ron must assemble the cookies a student may not create the pancake', 'because she must not assemble the cookies since dobby must assemble the cookies', 12, 13, 13, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because the student must jump a witch must not make the pancakes', 'because must not make the pancakes because the witch should arrange', 11, 12, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since the student can arrange the baklava a student must not smile', 'since the student can not arrange the baklava a student can arrange the baklava', 11, 12, 14, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since harry may create many cookies james must not make the eclaires', 'since may not create many cookies', 11, 12, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because she must swim sirius should not hide the souffles which sirius must create', 'because she should hide the souffles which sirius should hide', 13, 14, 10, 0, 1, 0, 0, 0, 0, 0, 1]"
"['because vernon must prepare the strudels since she should party albus may not jump', 'because snape must not party since james must jump', 13, 14, 9, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since she should assemble the strudel which sirius must gobble a student can not chew the strudel that the wizard can gobble', 'since should not assemble the strudel which the can assemble the strudel that the student should assemble the strudel that the student should assemble', 21, 22, 24, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because voldemort should gobble a croissant he must not eat the pancakes', 'voldemort should not assemble the croissant', 11, 12, 6, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since harry must create a cookie she should not gobble the pancakes', 'since must not gobble the pancakes since a student should gobble the pancakes', 11, 12, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because lily must assemble the pancake he may not eat many chocolates', 'because she must not assemble the pancake', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because george can eat the chocolates lily must not jump', 'because can not eat the chocolates because george may eat the chocolates', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since george should giggle mcgonagall can not hide a doughnut', 'since george should not giggle because a professor must giggle', 9, 10, 10, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since lupin should laugh ginny must not create the pancakes', 'since should not laugh ginny should laugh ginny must laugh', 9, 10, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ginny can party since she must prepare a doughnut which hagrid may prepare fred should not sprinkle the chocolates', 'since can not eat a eclaire which mcgonagall should sprinkle', 19, 20, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because ginny must assemble a baklava sirius should not walk because hermione must sprinkle the cakes that he must sprinkle', 'because must not sprinkle a doughnut that he must sprinkle a cakes that vernon must arrange', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since petunia can run voldemort can not arrange the strudel because she can sprinkle the chocolate that vernon should make', 'since neville can not arrange the chocolate that vernon may sprinkle since neville should sprinkle the chocolate that vernon can sprinkle', 19, 20, 21, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because the witch should chew many chocolates that ginny should prepare draco should not party', 'because james should not chew many chocolates that a professor should chew', 14, 15, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since draco must jump petunia should not create many eclaires which she must create', 'since must not jump many eclaires which james must chew', 13, 14, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ron may sprinkle many baklava because lily may wiggle a witch must not make the pancake which he may chew', 'since ron should not sprinkle many baklava which mcgonagall may sprinkle', 20, 21, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because a professor may eat a cake which mcgonagall can chew he can not eat a cake that snape can chew', 'because a professor should not chew a eclaire that snape must assemble', 20, 21, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because neville should walk a witch must not eat a cookie since harry must prepare the chocolates that sirius must sprinkle', 'because must should prepare the chocolates that sirius must eat the chocolates that a student should prepare', 20, 21, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because george should chew the eclaires that lupin must hide james may not create the pancakes that george may create', 'because should not chew the eclaires that lupin may assemble the eclaires that lupin may arrange', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because george can hide the souffles sirius should not chew a eclaire that mcgonagall may create', 'because can not hide the souffles that mcgonagall must hide', 15, 16, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since neville can sprinkle a cookie mcgonagall should not chew a cookie that hermione should chew', 'since neville can not sprinkle a cookie that hermione should chew', 15, 16, 11, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since hagrid should gobble the baklava which the student may make a professor should not create the cake because a professor can wiggle', 'since should not gobble the baklava which the should gobble the baklava which a student should gobble', 22, 23, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
